2024-04-22 11:06:27.738565|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/10A.pdf | pdf_name = 10A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/164B.pdf | pdf_name = 164B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/162A.pdf | pdf_name = 162A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/162B.pdf | pdf_name = 162B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/165A.pdf | pdf_name = 165A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/164C.pdf | pdf_name = 164C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/159B.pdf | pdf_name = 159B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/164A.pdf | pdf_name = 164A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/163B.pdf | pdf_name = 163B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/163A.pdf | pdf_name = 163A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/166B.pdf | pdf_name = 166B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/166A.pdf | pdf_name = 166A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/165B.pdf | pdf_name = 165B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/167A.pdf | pdf_name = 167A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/161A.pdf | pdf_name = 161A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/170B.pdf | pdf_name = 170B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/169B.pdf | pdf_name = 169B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/167B.pdf | pdf_name = 167B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/168B.pdf | pdf_name = 168B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/169A.pdf | pdf_name = 169A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/170A.pdf | pdf_name = 170A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/168A.pdf | pdf_name = 168A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/170C.pdf | pdf_name = 170C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/168C.pdf | pdf_name = 168C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/48B.pdf | pdf_name = 48B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/61A.pdf | pdf_name = 61A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/64A.pdf | pdf_name = 64A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/112A.pdf | pdf_name = 112A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/124A.pdf | pdf_name = 124A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/145B.pdf | pdf_name = 145B.pdf
